dataset,case,edits,words,wer,delta_edits_vs_baseline,rel_reduction_vs_baseline,wall_sec,whisper_total_ms
small_specific_hard_manifest,probe3_wg-1.2_we-0.8_wl0.3,45,515,0.08737864077669903,-3,0.0625,46.62964630126953,45555.060000000005
small_specific_hard_manifest,probe3_wg-0.8_we0.2_wl0.3,45,515,0.08737864077669903,-3,0.0625,46.67828416824341,45626.41
small_specific_hard_manifest,probe3_wg-0.8_we-0.8_wl0.5,45,515,0.08737864077669903,-3,0.0625,46.689791202545166,45629.23
small_specific_hard_manifest,probe3_wg-1.5_we-0.8_wl0.3,45,515,0.08737864077669903,-3,0.0625,46.80569076538086,45754.200000000004
small_specific_hard_manifest,probe3_wg-0.5_we0.2_wl0.3,45,515,0.08737864077669903,-3,0.0625,46.921122789382935,45813.43
small_specific_hard_manifest,probe3_wg-0.5_we-0.8_wl0.5,45,515,0.08737864077669903,-3,0.0625,46.98665118217468,45878.75
small_specific_hard_manifest,probe3_wg-1.5_we-0.8_wl0.5,45,515,0.08737864077669903,-3,0.0625,47.0145218372345,45918.06
small_specific_hard_manifest,probe3_wg-0.5_we-0.8_wl0.3,45,515,0.08737864077669903,-3,0.0625,47.02868318557739,45953.36000000001
small_specific_hard_manifest,probe3_wg-1.0_we0.2_wl0.3,45,515,0.08737864077669903,-3,0.0625,47.09449362754822,45999.99999999999
small_specific_hard_manifest,probe3_wg-0.8_we-0.8_wl0.3,45,515,0.08737864077669903,-3,0.0625,47.10816192626953,46016.229999999996
small_specific_hard_manifest,probe3_wg-1.2_we0.2_wl0.3,45,515,0.08737864077669903,-3,0.0625,47.11906838417053,45937.590000000004
small_specific_hard_manifest,probe3_wg-1.5_we0.2_wl0.3,45,515,0.08737864077669903,-3,0.0625,47.22308897972107,46137.03
small_specific_hard_manifest,probe3_wg-1.0_we-0.8_wl0.3,45,515,0.08737864077669903,-3,0.0625,47.336434841156006,46176.270000000004
small_specific_hard_manifest,probe3_wg-1.0_we-0.8_wl0.5,45,515,0.08737864077669903,-3,0.0625,47.74116373062134,46631.299999999996
small_specific_hard_manifest,probe3_wg-1.5_we-0.5_wl0.3,46,515,0.08932038834951456,-2,0.041666666666666664,46.44090247154236,45385.079999999994
small_specific_hard_manifest,probe3_wg-0.5_we-0.5_wl0.3,46,515,0.08932038834951456,-2,0.041666666666666664,46.503262996673584,45431.82
small_specific_hard_manifest,probe3_wg-0.8_we-0.5_wl0.3,46,515,0.08932038834951456,-2,0.041666666666666664,47.022464990615845,45935.09
small_specific_hard_manifest,probe3_wg-1.2_we-0.5_wl0.3,46,515,0.08932038834951456,-2,0.041666666666666664,47.200663566589355,46064.72000000001
small_specific_hard_manifest,probe3_wg-1.0_we-0.5_wl0.3,46,515,0.08932038834951456,-2,0.041666666666666664,49.693137884140015,48654.4
small_specific_hard_manifest,baseline,48,515,0.09320388349514563,0,0.0,46.025752544403076,44962.13
tiny_original_hard_manifest,probe3_wg-0.8_we-0.8_wl0.3,25,559,0.044722719141323794,-3,0.10714285714285714,59.45345139503479,57095.62
tiny_original_hard_manifest,probe3_wg-1.0_we-0.8_wl0.3,25,559,0.044722719141323794,-3,0.10714285714285714,59.50362753868103,56986.97
tiny_original_hard_manifest,probe3_wg-0.5_we-0.8_wl0.3,25,559,0.044722719141323794,-3,0.10714285714285714,60.14340376853943,57819.56999999999
tiny_original_hard_manifest,probe3_wg-1.5_we-0.8_wl0.3,25,559,0.044722719141323794,-3,0.10714285714285714,61.55869174003601,59140.48
tiny_original_hard_manifest,probe3_wg-1.2_we-0.8_wl0.3,25,559,0.044722719141323794,-3,0.10714285714285714,61.86730647087097,59441.469999999994
tiny_original_hard_manifest,probe3_wg-0.8_we-0.5_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,57.98523736000061,55836.14
tiny_original_hard_manifest,probe3_wg-0.5_we-0.2_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,58.17403244972229,55819.7
tiny_original_hard_manifest,probe3_wg-0.8_we-0.8_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,58.265820026397705,56147.619999999995
tiny_original_hard_manifest,probe3_wg-0.5_we-0.5_wl0.3,26,559,0.046511627906976744,-2,0.07142857142857142,58.503655433654785,56305.67
tiny_original_hard_manifest,probe3_wg-1.0_we-0.5_wl0.5,26,559,0.046511627906976744,-2,0.07142857142857142,58.64676809310913,56375.11000000001
tiny_original_hard_manifest,probe3_wg-0.5_we0.2_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,58.66791486740112,56333.94
tiny_original_hard_manifest,probe3_wg-1.0_we0.2_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,58.68527293205261,56495.23999999999
tiny_original_hard_manifest,probe3_wg-1.0_we0.0_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,58.72662711143494,56499.06
tiny_original_hard_manifest,probe3_wg-1.0_we-0.2_wl0.5,26,559,0.046511627906976744,-2,0.07142857142857142,58.76117300987244,56601.380000000005
tiny_original_hard_manifest,probe3_wg-0.8_we-0.8_wl0.8,26,559,0.046511627906976744,-2,0.07142857142857142,58.81740117073059,56534.89
tiny_original_hard_manifest,probe3_wg-0.8_we-0.5_wl0.5,26,559,0.046511627906976744,-2,0.07142857142857142,58.83496427536011,56638.45
tiny_original_hard_manifest,probe3_wg-0.5_we-0.5_wl0.8,26,559,0.046511627906976744,-2,0.07142857142857142,58.95668935775757,56691.090000000004
tiny_original_hard_manifest,probe3_wg-0.8_we0.0_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,59.02818584442139,56635.1
tiny_original_hard_manifest,probe3_wg-1.2_we0.0_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,59.16888976097107,56946.24
tiny_original_hard_manifest,probe3_wg-1.2_we0.2_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,59.177555084228516,56934.09
tiny_original_hard_manifest,probe3_wg-0.8_we-0.2_wl0.8,26,559,0.046511627906976744,-2,0.07142857142857142,59.22241687774658,56876.13
tiny_original_hard_manifest,probe3_wg-0.5_we0.0_wl0.5,26,559,0.046511627906976744,-2,0.07142857142857142,59.24315404891968,56656.37
tiny_original_hard_manifest,probe3_wg-0.5_we0.2_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,59.29324197769165,57090.4
tiny_original_hard_manifest,probe3_wg-1.5_we-0.8_wl1.0,26,559,0.046511627906976744,-2,0.07142857142857142,59.33239698410034,56836.16
tiny_original_hard_manifest,probe3_wg-0.8_we-0.2_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,59.34402084350586,57005.68
tiny_original_hard_manifest,probe3_wg-0.8_we-0.8_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,59.368722915649414,57255.92
tiny_original_hard_manifest,probe3_wg-1.5_we-0.5_wl0.3,26,559,0.046511627906976744,-2,0.07142857142857142,59.38320064544678,56955.02
tiny_original_hard_manifest,probe3_wg-0.8_we0.0_wl0.5,26,559,0.046511627906976744,-2,0.07142857142857142,59.38321375846863,57038.84
tiny_original_hard_manifest,probe3_wg-0.5_we-0.8_wl0.5,26,559,0.046511627906976744,-2,0.07142857142857142,59.46878790855408,57073.380000000005
tiny_original_hard_manifest,probe3_wg-0.5_we-0.8_wl0.8,26,559,0.046511627906976744,-2,0.07142857142857142,59.47602415084839,57093.47
tiny_original_hard_manifest,probe3_wg-0.5_we0.0_wl1.2,26,559,0.046511627906976744,-2,0.07142857142857142,59.51040577888489,57138.65
tiny_original_hard_manifest,probe3_wg-0.8_we0.2_wl0.5,26,559,0.046511627906976744,-2,0.07142857142857142,59.528682708740234,56942.06
